orf_name,0,7.5,15,30,60,120
YAL069W,0.103514111,0,0,0.15065659,0,0
YAL068W-A,0.127966264,0,0,0.186244761,0,0
YAL068C,3.322173882,3.168047927,3.516155371,12.41460242,16.17672083,14.47574224
YAL067W-A,0,0,0,0,0,0
YAL067C,2.208262294,126.7032989,564.6677663,930.1333147,1072.158104,1049.623283
YAL066W,0.10553062,1.48939396,2.799519599,4.607743754,8.076275748,12.53640835
YAL065C,2.77879073,2.079749597,5.531347877,6.740516339,16.37921727,20.2920931
YAL064W-B,9.922099977,8.953348079,12.64204114,15.43674995,22.77474339,21.62860346
YAL064C-A,0.940888791,1.508991249,1.944929405,1.369389109,2.182011342,1.74190095
YAL064W,0.797630208,0.703578742,1.133547813,3.482662764,11.28655407,13.5362446
YAL063C-A,2.353696725,1.713659028,2.265358388,5.056866364,8.041464214,6.276849974
YAL063C,4.300479146,3.670560367,5.287667898,8.810297139,13.3736179,15.48600281
YAL062W,5.326490871,4.259905377,10.3770491,40.51861252,103.0416318,127.7161438
YAL061W,4.254239966,4.393296151,9.43748666,26.61679912,75.76960376,170.3670881
YAL060W,30.09681804,30.20260882,79.15064529,198.1254892,411.1965212,442.5308467
YAL059C-A,1.078312875,0.905871524,0.09729768,0.224199854,0.982422168,1.1764023
YAL059W,131.898719,87.66025027,11.26243517,7.414760065,9.747229351,11.23953852
YAL058W,25.0673012,21.29398792,20.23030387,29.36244986,43.57511378,45.46692609
YAL056C-A,0.185733891,0.327666671,0.469252809,0.135160483,1.184520443,0.630402248
YAL056W,52.50743502,38.9801797,48.86125955,59.48186757,66.22016254,66.37178858
YAL055W,8.035903595,8.816369537,15.60568613,19.11448535,25.3377009,28.08895627
YAL054C,1.973585252,2.249743142,3.950622084,11.53377876,22.24433679,117.3538983
YAL053W,93.05852564,85.20355524,98.41385074,222.2846666,256.5568749,219.8665264
YAL051W,21.72755598,25.32301446,42.13085492,60.94262779,70.89974812,81.22220506
YAL049C,61.00981838,65.60713305,101.3728746,174.0739172,226.9697237,211.397727
YAL048C,15.5977229,15.22957768,18.31986098,23.20096327,29.40446874,32.71321527
YAL047W-A,0.098794623,0.23238771,1.123211511,0.287575497,1.260128131,0.335320345
YAL047C,12.18008655,11.54200587,13.71584763,15.82781357,19.08675874,17.54023387
YAL046C,35.24248413,38.65730391,37.48420436,50.22958416,43.96201223,38.42620447
YAL045C,0.10553062,0,0.133310457,0.153591458,0,0
YAL044W-A,51.49639965,60.79598479,66.9073941,104.5865307,135.4884452,127.9317816
YAL044C,44.31131799,51.592568,66.16052177,143.027246,181.8857746,159.0165047
YAL043C,67.55804339,51.38124807,66.07515555,72.63514059,61.27707181,60.21518295
YAL042C-A,0.172431994,0.608399655,0.871291688,1.254805549,4.811132436,21.50808732
YAL042W,207.0888203,196.6875907,214.6492926,260.7719384,232.8492196,181.360711
YAL041W,52.49481576,51.43753322,64.45591796,68.43158409,66.29433837,64.56152512
YAL040C,154.3446503,115.3855674,94.23442244,91.51652712,65.68580643,40.59435834
YAL039C,59.38204074,60.2949878,102.0653861,144.7253014,124.4002696,126.1388924
YAL038W,5792.340782,6715.668773,8465.362068,8208.281763,5667.278715,3507.373229
YAL037C-B,1.70192503,2.00165985,2.065627739,2.282741225,1.383359347,0.622959101
YAL037C-A,0,0,0,0.514197491,1.126581943,0.599567356
YAL037W,3.602497329,1.761429387,2.352107791,4.064913668,6.905400154,7.144035443
YAL036C,152.4349363,129.4367066,43.35510905,21.62689611,16.96272794,15.91637778
YAL035W,299.3492513,259.9946439,166.1222024,118.7214998,83.26444296,90.44218428
YAL034C-B,0.092077708,0,0.116316206,0.134011811,0.734033561,0.312522361
YAL034W-A,17.35511158,13.28514275,11.85956826,13.11943243,16.75742025,13.3933274
YAL034C,22.60311113,17.15783442,62.6316375,125.6796454,192.3413987,241.4869854
YAL033W,44.41927609,38.88814301,30.42037163,36.13791813,42.97012739,39.06739462
YAL032C,29.50706551,23.72874387,33.16492636,49.09209132,60.05799437,52.83562304
YAL031W-A,0.21106124,0,0.399931371,0.460774375,1.009534468,1.790915479
YAL031C,18.06062684,21.79418913,40.55582175,44.90147349,45.46414737,40.80210872
YAL030W,37.10692118,39.95048935,70.84106246,141.2078999,211.5169686,205.4894883
YAL029C,80.15795159,65.16472471,49.18784469,39.60217472,37.66687813,28.32348041
YAL028W,3.135576883,2.988804862,10.07073927,13.09420447,23.91820125,25.14553735
YAL027W,13.74667398,15.0963201,22.49125724,27.23871144,38.61951604,39.84182363
YAL026C-A,41.80075103,42.07679947,52.24061591,66.57504363,73.40570766,54.15039909
YAL026C,51.96393117,49.28159373,57.30376384,73.95441944,73.93058961,57.4794477
YAL025C,202.5458366,122.3704425,12.4517763,5.759011904,3.379745829,5.935716823
YAL024C,28.08863943,19.16270568,15.81562825,11.43388023,12.41725052,11.07814492
YAL023C,290.5627025,242.9367764,225.5126254,403.8564406,455.7174731,292.9613959
YAL022C,56.32114147,52.20934823,60.04275518,69.39050449,72.67868108,53.41979131
YAL021C,80.20444702,70.26426901,80.50169184,93.67110943,94.46880483,87.58025666
YAL020C,28.18479328,26.00710992,27.60551927,31.71072881,28.6811331,37.36125214
YAL019W-A,0.742609143,0.671841447,1.01025429,1.496504474,3.82523078,4.750175115
YAL019W,96.34227562,75.73491515,31.55362316,32.2155709,28.74293807,32.3812289
YAL018C,0.166343045,0.117383147,0.084052448,0.193679301,0.318256516,0.056458748
YAL017W,15.10171694,19.07631886,58.54274678,80.26938687,115.6653654,121.2982213
YAL016C-B,0,0.413273279,0,0.255709023,0,0.894489677
YAL016C-A,0.621084668,0.730467102,0.523052494,1.657222488,4.621138671,8.783470819
YAL016W,91.44253125,99.02738588,161.0088328,207.1598422,229.8463468,197.3560684
YAL015C,18.89482183,18.49216966,27.29317578,39.17850378,51.73632606,61.32488929
YAL014C,36.91067583,42.06550834,78.31841617,118.2345846,136.9553501,153.4704822
YAL013W,37.83481781,30.9275449,45.19161114,63.76211872,67.3860258,77.36414281
YAL012W,396.6846092,1283.794697,3353.017411,6915.610566,8810.921256,7885.485558
YAL011W,23.36021756,15.31555103,11.81257071,14.74379808,16.9245379,16.86838195
YAL010C,15.25312932,15.15172577,22.76161287,31.62262493,37.65111401,31.32324474
YAL009W,20.77883006,17.07736438,24.56198111,36.67898101,41.17881161,40.92759142
YAL008W,11.34347926,10.26249082,24.04330143,53.41787228,91.82020884,100.6951243
YAL007C,147.1445893,134.0040204,146.0884807,267.8976878,294.596825,150.8166739
YAL005C,259.2350922,1856.60502,7034.675828,6604.338712,3413.771175,7108.999236
YAL004W,0.100474284,1.477116627,3.17307734,3.509576696,1.762134353,2.557659818
YAL003W,2305.139368,2446.694124,1875.833345,588.4964215,323.3404434,340.2477856
YAL002W,15.52072828,15.73496942,28.43249891,44.37427536,60.31986049,60.65602178
YAL001C,16.76128774,13.09932829,22.84027617,28.73863023,33.8182742,36.83008657
YAR002W,76.10902209,53.38666261,51.30550515,57.44529257,65.23459172,53.62702265
YAR002C-A,189.7924163,188.8765496,188.9116392,307.7413466,471.3591497,309.1147292
YAR003W,41.74659414,31.08993533,39.519885,57.8761414,69.19149443,45.59335012
YAR007C,60.56269307,62.72225289,117.7189235,214.7167412,180.032023,233.151652
YAR008W,33.48600142,23.66701632,21.2497191,20.02074876,16.22986369,13.80672397
YAR014C,58.08667784,50.32813961,43.80595434,40.39853263,37.24990395,33.80283371
YAR015W,44.69221757,43.92039313,43.64816209,67.25703188,82.18415275,73.50695783
YAR018C,34.11989845,31.41287981,26.85996616,19.11067892,14.15510992,10.0022698
YAR019C,12.18322857,11.24346421,17.22987507,23.15154861,34.08180079,36.89922874
YAR019W-A,0.661407025,0.111127263,0.238718725,0.275035868,0.451942756,0.801747046
YAR020C,5.449677047,4.349268191,6.638381803,9.631196127,17.37769512,15.19382665
YAR023C,5.306682605,7.305122758,11.65514282,22.9948355,36.82397156,33.77154903
YAR027W,24.09023737,25.89972534,61.38616572,135.3612169,210.0031602,192.1634577
YAR028W,21.42271586,18.13647437,22.74609674,33.32934649,45.63937076,37.45251995
YAR029W,12.18878661,8.362326506,7.515377018,15.20555439,17.81407697,24.13258607
YAR030C,4.670580988,3.699462417,4.455149469,3.884377531,6.686808952,9.382086249
YAR031W,5.368870292,5.205121601,12.60200415,27.6128644,41.58545891,41.37014756
YAR033W,5.632696842,5.647285433,9.098438696,12.70009372,13.17652801,16.2189783
YAR035W,5.025978902,4.502835739,6.468432745,16.05153585,18.81495602,28.82340867
YAR035C-A,0,0,0,0.591327115,0,0
YAR042W,63.14743962,52.82851697,62.522081,58.9270902,65.04731232,78.59477275
YAR047C,0,0,0,0,0,0
